user,total_pos_rating,total_neg_rating,total_pos_pur,total_neg_pur
6186,539113,127410,441012,225511
6187,539267,127449,441127,225589
6188,539473,127482,441268,225687
6189,539491,127487,441280,225698
6190,539495,127488,441281,225702
6191,539719,127546,441460,225805
6192,540018,127607,441674,225951
6193,540036,127610,441677,225969
6194,540047,127610,441684,225973
6195,540049,127612,441686,225975
6196,540289,127667,441874,226082
6197,540410,127699,441973,226136
6198,540443,127711,442011,226143
6199,540458,127714,442028,226144
6200,540762,127771,442255,226278
6201,540803,127774,442292,226285
6202,541106,127842,442520,226428
6203,541282,127876,442648,226510
6204,541294,127881,442653,226522
6205,541354,127898,442716,226536
6206,541376,127902,442740,226538
6207,541718,127987,443010,226695
6208,541994,128065,443225,226834
6209,542030,128079,443267,226842
6210,542204,128110,443381,226933
6211,542523,128183,443630,227076
6212,542538,128189,443635,227092
6213,542589,128200,443669,227120
6214,542593,128201,443670,227124
6215,542597,128202,443674,227125
6216,542717,128241,443775,227183
6217,542729,128242,443782,227189
6218,542765,128252,443791,227226
6219,542770,128252,443795,227227
6220,542776,128259,443796,227239
6221,543025,128325,444016,227334
6222,543189,128357,444152,227394
6223,543189,128358,444153,227394
6224,543192,128359,444157,227394
6225,543214,128360,444169,227405
6226,543362,128403,444291,227474
6227,543399,128416,444331,227484
6228,543562,128462,444472,227552
6229,543595,128470,444509,227556
6230,543725,128493,444604,227614
6231,543955,128562,444799,227718
6232,543980,128564,444817,227727
6233,544069,128580,444903,227746
6234,544088,128585,444909,227764
6235,544092,128585,444913,227764
6236,544107,128595,444927,227775
6237,544117,128599,444931,227785
6238,544174,128622,444995,227801
6239,544231,128635,445053,227813
6240,544569,128706,445309,227966
6241,544576,128707,445312,227971
6242,544579,128707,445314,227972
6243,544610,128717,445341,227986
6244,544610,128717,445341,227986
6245,544928,128799,445603,228124
6246,544932,128802,445605,228129
6247,545167,128853,445799,228221
6248,545176,128854,445805,228225
6249,545222,128873,445860,228235
6250,545263,128883,445894,228252
6251,545263,128883,445894,228252
6252,545303,128892,445910,228285
6253,545306,128892,445912,228286
6254,545370,128907,445953,228324
6255,545495,128937,446054,228378
6256,545499,128940,446056,228383
6257,545662,128967,446201,228428
6258,545946,129030,446410,228566
6259,545952,129032,446416,228568
6260,545971,129036,446417,228590
6261,546019,129045,446455,228609
6262,546019,129045,446455,228609
6263,546022,129045,446457,228610
6264,546088,129056,446526,228618
6265,546094,129057,446532,228619
6266,546111,129062,446544,228629
6267,546270,129107,446689,228688
6268,546312,129121,446743,228690
6269,546492,129176,446890,228778
6270,546527,129190,446931,228786
6271,546550,129195,446944,228801
6272,546555,129198,446946,228807
6273,546604,129208,446990,228822
6274,546941,129302,447286,228957
6275,547047,129342,447381,229008
6276,547170,129379,447490,229059
6277,547189,129382,447497,229074
6278,547189,129382,447497,229074
6279,547194,129383,447500,229077
6280,547194,129383,447500,229077
6281,547217,129390,447516,229091
6282,547230,129396,447522,229104
6283,547259,129408,447538,229129
6284,547436,129449,447670,229215
6285,547444,129451,447676,229219
6286,547453,129452,447681,229224
6287,547475,129456,447694,229237
6288,547504,129463,447717,229250
6289,547658,129506,447834,229330
6290,548003,129579,448100,229482
6291,548025,129581,448114,229492
6292,548033,129583,448116,229500
6293,548055,129585,448122,229518
6294,548254,129649,448285,229618
6295,548287,129662,448323,229626
6296,548352,129680,448387,229645
6297,548668,129752,448662,229758
6298,548680,129757,448666,229771
6299,548752,129773,448734,229791
6300,548753,129773,448735,229791
6301,548755,129776,448739,229792
6302,548821,129792,448809,229804
6303,548867,129796,448852,229811
6304,549004,129827,448952,229879
6305,549048,129840,448995,229893
6306,549094,129849,449039,229904
6307,549251,129884,449167,229968
6308,549254,129885,449171,229968
6309,549275,129887,449182,229980
6310,549422,129912,449305,230029
6311,549452,129922,449339,230035
6312,549490,129931,449371,230050
6313,549511,129938,449383,230066
6314,549589,129959,449464,230084
6315,549685,129982,449562,230105
6316,549689,129982,449566,230105
6317,549752,130007,449632,230127
6318,549766,130012,449637,230141
6319,549768,130012,449637,230143
6320,550050,130101,449867,230284
6321,550074,130106,449895,230285
6322,550166,130136,449991,230311
6323,550272,130163,450069,230366
6324,550335,130172,450134,230373
6325,550342,130172,450138,230376
6326,550356,130177,450149,230384
6327,550373,130181,450160,230394
6328,550440,130197,450231,230406
6329,550449,130200,450236,230413
6330,550459,130203,450241,230421
6331,550518,130212,450285,230445
6332,550569,130220,450341,230448
6333,550827,130267,450539,230555
6334,550827,130267,450539,230555
6335,550829,130268,450542,230555
6336,550831,130268,450543,230556
6337,550831,130268,450543,230556
6338,551180,130351,450820,230711
6339,551215,130361,450862,230714
6340,551257,130377,450912,230722
6341,551265,130378,450912,230731
6342,551288,130389,450926,230751
6343,551294,130393,450930,230757
6344,551339,130408,450984,230763
6345,551366,130416,451018,230764
6346,551366,130417,451018,230765
6347,551400,130427,451059,230768
6348,551420,130428,451066,230782
6349,551763,130510,451368,230905
6350,551936,130546,451500,230982
6351,551975,130551,451521,231005
6352,552218,130621,451739,231100
6353,552282,130631,451806,231107
6354,552331,130638,451861,231108
6355,552332,130638,451862,231108
6356,552332,130638,451862,231108
6357,552356,130646,451878,231124
6358,552390,130660,451918,231132
6359,552444,130667,451977,231134
6360,552476,130676,452017,231135
6361,552605,130705,452113,231197
6362,552927,130780,452350,231357
6363,552938,130787,452358,231367
6364,552976,130797,452401,231372
6365,553010,130805,452409,231406
6366,553033,130811,452420,231424
6367,553065,130819,452454,231430
6368,553077,130823,452465,231435
6369,553101,130828,452473,231456
6370,553420,130901,452719,231602
6371,553434,130907,452734,231607
6372,553558,130932,452827,231663
6373,553611,130944,452887,231668
6374,553611,130945,452888,231668
6375,553629,130948,452895,231682
6376,553633,130952,452898,231687
6377,553940,131017,453106,231851
6378,553945,131018,453106,231857
6379,553958,131020,453114,231864
6380,553958,131020,453114,231864
6381,554023,131036,453183,231876
6382,554072,131044,453239,231877
6383,554101,131048,453262,231887
6384,554103,131048,453263,231888
6385,554189,131073,453357,231905
6386,554402,131117,453518,232001
6387,554607,131165,453682,232090
6388,554629,131170,453708,232091
6389,554745,131203,453807,232141
6390,554808,131213,453869,232152
6391,554830,131219,453888,232161
6392,554832,131221,453892,232161
6393,554862,131233,453914,232181
6394,554874,131234,453921,232187
6395,555237,131309,454185,232361
6396,555250,131312,454193,232369
6397,555391,131346,454319,232418
6398,555443,131353,454375,232421
6399,555477,131366,454414,232429
6400,555675,131424,454583,232516
6401,555879,131461,454732,232608
6402,555917,131475,454774,232618
6403,555964,131481,454826,232619
6404,555984,131487,454842,232629
6405,556017,131502,454869,232650
6406,556020,131502,454871,232651
6407,556128,131535,454959,232704
6408,556138,131546,454967,232717
6409,556199,131558,455030,232727
6410,556218,131562,455045,232735
6411,556452,131627,455247,232832
6412,556580,131661,455353,232888
6413,556635,131669,455401,232903
6414,556636,131669,455402,232903
6415,556658,131679,455411,232926
6416,556658,131680,455411,232927
6417,556794,131729,455540,232983
6418,556854,131745,455605,232994
6419,556854,131745,455605,232994
6420,556993,131775,455693,233075
6421,556993,131775,455693,233075
6422,557017,131781,455702,233096
6423,557105,131797,455767,233135
6424,557146,131802,455796,233152
6425,557205,131815,455861,233159
6426,557429,131876,456034,233271
6427,557433,131876,456036,233273
6428,557465,131885,456073,233277
6429,557520,131900,456124,233296
6430,557560,131910,456163,233307
6431,557806,131979,456356,233429
6432,557808,131981,456358,233431
6433,558136,132059,456633,233562
6434,558137,132060,456635,233562
6435,558225,132080,456734,233571
6436,558373,132116,456849,233640
6437,558385,132120,456857,233648
6438,558389,132121,456861,233649
6439,558524,132154,456966,233712
6440,558744,132191,457141,233794
6441,559080,132281,457407,233954
6442,559088,132286,457409,233965
6443,559103,132292,457412,233983
6444,559235,132327,457524,234038
6445,559369,132367,457629,234107
6446,559607,132432,457818,234221
6447,559676,132448,457890,234234
6448,559924,132505,458086,234343
6449,560184,132559,458287,234456
6450,560218,132562,458308,234472
6451,560231,132568,458315,234484
6452,560282,132578,458376,234484
6453,560444,132609,458495,234558
6454,560753,132679,458736,234696
6455,560769,132681,458740,234710
6456,560951,132723,458879,234795
6457,560967,132729,458885,234811
6458,561019,132740,458925,234834
6459,561020,132740,458925,234835
6460,561118,132758,459009,234867
6461,561156,132766,459048,234874
6462,561201,132776,459103,234874
6463,561356,132807,459200,234963
6464,561382,132815,459208,234989
6465,561390,132817,459210,234997
6466,561441,132827,459271,234997
6467,561600,132865,459388,235077
6468,561628,132873,459424,235077
6469,561704,132887,459484,235107
6470,561852,132916,459604,235164
6471,561865,132921,459608,235178
6472,561907,132936,459662,235181
6473,561949,132952,459716,235185
6474,562004,132957,459753,235208
6475,562004,132957,459753,235208
6476,562016,132962,459758,235220
6477,562065,132966,459787,235244
6478,562066,132966,459787,235245
6479,562230,133005,459963,235272
6480,562330,133023,460062,235291
6481,562339,133025,460065,235299
6482,562393,133033,460125,235301
6483,562456,133047,460174,235329
6484,562475,133050,460187,235338
6485,562776,133119,460424,235471
6486,562885,133151,460534,235502
6487,563028,133179,460644,235563
6488,563383,133245,460891,235737
6489,563390,133247,460897,235740
6490,563390,133247,460897,235740
6491,563405,133250,460910,235745
6492,563432,133256,460942,235746
6493,563499,133267,461000,235766
6494,563499,133267,461000,235766
6495,563501,133271,461002,235770
6496,563755,133340,461201,235894
6497,563787,133343,461221,235909
6498,563903,133365,461326,235942
6499,563959,133374,461383,235950
6500,564237,133427,461602,236062
6501,564272,133431,461639,236064
6502,564273,133431,461639,236065
6503,564287,133436,461641,236082
6504,564293,133436,461645,236084
6505,564342,133442,461698,236086
6506,564351,133443,461702,236092
6507,564689,133530,461964,236255
6508,564709,133533,461979,236263
6509,564795,133559,462051,236303
6510,564799,133560,462054,236305
6511,565172,133642,462339,236475
6512,565297,133681,462443,236535
6513,565526,133740,462633,236633
6514,565555,133746,462646,236655
6515,565616,133756,462710,236662
6516,565685,133772,462783,236674
6517,565752,133783,462852,236683
6518,565951,133826,462999,236778
6519,565954,133826,463002,236778
6520,565971,133831,463011,236791
6521,566251,133892,463216,236927
6522,566252,133892,463217,236927
6523,566270,133897,463228,236939
6524,566333,133910,463291,236952
6525,566583,133963,463479,237067
6526,566787,134008,463643,237152
6527,566825,134010,463676,237159
6528,566829,134011,463676,237164
6529,566846,134013,463678,237181
6530,566942,134042,463763,237221
6531,567009,134056,463817,237248
6532,567022,134059,463827,237254
6533,567042,134063,463840,237265
6534,567055,134065,463844,237276
6535,567086,134073,463882,237277
6536,567089,134073,463883,237279
6537,567110,134076,463899,237287
6538,567161,134086,463958,237289
6539,567531,134161,464235,237457
6540,567706,134198,464374,237530
6541,567755,134208,464417,237546
6542,567804,134228,464474,237558
6543,567849,134244,464529,237564
6544,567902,134254,464589,237567
6545,567953,134264,464650,237567
6546,567975,134268,464666,237577
6547,567979,134269,464666,237582
6548,568022,134276,464709,237589
6549,568029,134282,464713,237598
6550,568077,134290,464768,237599
6551,568086,134291,464769,237608
6552,568266,134320,464909,237677
6553,568368,134347,465027,237688
6554,568380,134350,465031,237699
6555,568385,134351,465034,237702
6556,568386,134351,465035,237702
6557,568416,134358,465071,237703
6558,568561,134391,465179,237773
6559,568914,134474,465465,237923
6560,569061,134518,465597,237982
6561,569108,134536,465652,237992
6562,569464,134619,465948,238135
6563,569492,134624,465966,238150
6564,569562,134635,466036,238161
6565,569613,134645,466097,238161
6566,569620,134649,466101,238168
6567,569927,134714,466325,238316
6568,570071,134747,466461,238357
6569,570086,134749,466470,238365
6570,570158,134756,466530,238384
6571,570231,134779,466595,238415
6572,570256,134785,466613,238428
6573,570381,134820,466709,238492
6574,570610,134884,466894,238600
6575,570784,134919,467028,238675
6576,570789,134924,467029,238684
6577,570818,134931,467040,238709
6578,570931,134952,467162,238721
6579,570961,134957,467183,238735
6580,571006,134972,467237,238741
6581,571056,134982,467297,238741
6582,571102,134997,467352,238747
6583,571128,135007,467384,238751
6584,571137,135012,467388,238761
6585,571203,135023,467446,238780
6586,571233,135032,467484,238781
6587,571240,135034,467487,238787
6588,571471,135097,467673,238895
6589,571500,135104,467688,238916
6590,571525,135113,467708,238930
6591,571560,135126,467720,238966
6592,571577,135132,467731,238978
6593,571588,135134,467741,238981
6594,571590,135135,467744,238981
6595,571674,135153,467812,239015
6596,571888,135197,467976,239109
6597,572196,135255,468198,239253
6598,572238,135268,468232,239274
6599,572268,135275,468268,239275
6600,572278,135276,468273,239281
6601,572290,135280,468279,239291
6602,572336,135297,468334,239299
6603,572364,135309,468351,239322
6604,572367,135311,468356,239322
6605,572393,135318,468366,239345
6606,572705,135396,468644,239457
6607,572770,135415,468688,239497
6608,572779,135420,468689,239510
6609,572787,135421,468694,239514
6610,572831,135439,468748,239522
6611,572865,135452,468788,239529
6612,573049,135498,468938,239609
6613,573061,135501,468943,239619
6614,573074,135503,468951,239626
6615,573095,135508,468969,239634
6616,573110,135512,468976,239646
6617,573353,135563,469157,239759
6618,573679,135631,469394,239916
6619,574009,135694,469626,240077
6620,574041,135701,469649,240093
6621,574060,135711,469673,240098
6622,574176,135733,469764,240145
6623,574201,135746,469789,240158
6624,574256,135758,469851,240163
6625,574309,135766,469911,240164
6626,574460,135803,470032,240231
6627,574571,135828,470119,240280
6628,574582,135828,470124,240286
6629,574583,135829,470125,240287
6630,574593,135831,470132,240292
6631,574604,135833,470137,240300
6632,574610,135833,470141,240302
6633,574663,135841,470201,240303
6634,574712,135847,470255,240304
6635,574725,135848,470257,240316
6636,574751,135852,470263,240340
6637,575016,135928,470496,240448
6638,575020,135929,470497,240452
6639,575134,135957,470595,240496
6640,575327,135994,470732,240589
6641,575484,136029,470860,240653
6642,575618,136056,470959,240715
6643,575619,136056,470960,240715
6644,575628,136063,470967,240724
6645,575667,136076,470993,240750
6646,575869,136119,471151,240837
6647,575921,136128,471206,240843
6648,575934,136131,471209,240856
6649,575989,136154,471271,240872
6650,575991,136154,471272,240873
6651,575992,136155,471272,240875
6652,575992,136155,471272,240875
6653,576010,136161,471285,240886
6654,576046,136174,471316,240904
6655,576063,136175,471329,240909
6656,576076,136176,471331,240921
6657,576437,136253,471614,241076
6658,576469,136265,471652,241082
6659,576520,136275,471713,241082
6660,576555,136283,471741,241097
6661,576556,136283,471741,241098
6662,576577,136289,471758,241108
6663,576770,136324,471906,241188
6664,576770,136324,471906,241188
6665,576887,136353,471994,241246
6666,576911,136360,472005,241266
6667,576947,136370,472046,241271
6668,576984,136374,472084,241274
6669,576986,136375,472087,241274
6670,576990,136377,472089,241278
6671,577330,136446,472342,241434
6672,577345,136449,472346,241448
6673,577657,136516,472589,241584
6674,577991,136582,472866,241707
6675,578148,136627,472992,241783
6676,578159,136631,472998,241792
6677,578186,136638,473031,241793
6678,578347,136672,473150,241869
6679,578585,136738,473336,241987
6680,578593,136739,473342,241990
6681,578656,136750,473404,242002
6682,578718,136764,473458,242024
6683,578865,136791,473583,242073
6684,579131,136852,473788,242195
6685,579277,136895,473927,242245
6686,579279,136896,473928,242247
6687,579287,136900,473936,242251
6688,579290,136903,473937,242256
6689,579537,136957,474121,242373
6690,579760,136986,474280,242466
6691,579806,136996,474286,242516
6692,579812,136996,474288,242520
6693,579864,137004,474346,242522
6694,579871,137006,474347,242530
6695,579897,137009,474362,242544
6696,580196,137066,474577,242685
6697,580206,137068,474583,242691
6698,580377,137099,474692,242784
6699,580414,137113,474734,242793
6700,580441,137116,474745,242812
6701,580606,137163,474878,242891
6702,580657,137173,474939,242891
6703,580664,137175,474943,242896
6704,580666,137175,474945,242896
6705,580671,137176,474949,242898
6706,580721,137184,475006,242899
6707,581063,137261,475279,243045
6708,581081,137264,475286,243059
6709,581087,137269,475287,243069
6710,581326,137319,475474,243171
6711,581488,137354,475595,243247
6712,581499,137360,475602,243257
6713,581509,137363,475608,243264
6714,581512,137363,475611,243264
6715,581531,137371,475619,243283
6716,581567,137379,475658,243288
6717,581583,137381,475669,243295
6718,581638,137395,475707,243326
6719,581667,137403,475741,243329
6720,581690,137412,475751,243351
6721,581730,137423,475778,243375
6722,581754,137432,475811,243375
6723,581801,137442,475866,243377
6724,581871,137453,475936,243388
6725,581890,137459,475949,243400
6726,581921,137469,475989,243401
6727,581954,137478,476028,243404
6728,581971,137484,476037,243418
6729,581974,137485,476040,243419
6730,582152,137542,476188,243506
6731,582162,137543,476194,243511
6732,582174,137548,476196,243526
6733,582186,137550,476204,243532
6734,582286,137569,476288,243567
6735,582286,137569,476288,243567
6736,582298,137575,476292,243581
6737,582310,137580,476300,243590
6738,582487,137623,476433,243677
6739,582670,137661,476573,243758
6740,582721,137671,476634,243758
6741,582737,137675,476640,243772
6742,582737,137675,476640,243772
6743,582744,137677,476644,243777
6744,582760,137682,476647,243795
6745,582826,137693,476703,243816
6746,583130,137762,476936,243956
6747,583219,137786,477015,243990
6748,583370,137822,477112,244080
6749,583718,137907,477371,244254
6750,583877,137950,477495,244332
6751,583918,137958,477528,244348
6752,583918,137958,477528,244348
6753,584046,137988,477623,244411
6754,584088,138005,477661,244432
6755,584407,138086,477927,244566
6756,584451,138097,477955,244593
6757,584465,138098,477968,244595
6758,584569,138118,478032,244655
6759,584577,138119,478038,244658
6760,584578,138119,478038,244659
6761,584644,138132,478102,244674
6762,584644,138132,478102,244674
6763,584678,138142,478141,244679
6764,584684,138142,478142,244684
6765,584703,138146,478149,244700
6766,584709,138146,478154,244701
6767,584727,138151,478163,244715
6768,585052,138211,478407,244856
6769,585082,138221,478432,244871
6770,585121,138227,478455,244893
6771,585178,138236,478504,244910
6772,585342,138271,478632,244981
6773,585397,138287,478684,245000
6774,585445,138300,478739,245006
6775,585454,138303,478743,245014
6776,585462,138305,478744,245023
6777,585513,138315,478805,245023
6778,585593,138335,478893,245035
6779,585622,138347,478930,245039
6780,585735,138369,479029,245075
6781,585744,138370,479036,245078
6782,585752,138370,479042,245080
6783,585806,138381,479096,245091
6784,585943,138410,479203,245150
6785,585969,138420,479228,245161
6786,586024,138428,479288,245164
6787,586428,138505,479576,245357
6788,586486,138528,479640,245374
6789,586548,138542,479696,245394
6790,586584,138548,479699,245433
6791,586588,138548,479701,245435
6792,586601,138549,479712,245438
6793,586740,138585,479885,245440
6794,587052,138650,480117,245585
6795,587189,138690,480227,245652
6796,587195,138691,480231,245655
6797,587228,138696,480263,245661
6798,587232,138696,480263,245665
6799,587232,138696,480263,245665
6800,587233,138697,480264,245666
6801,587236,138698,480266,245668
6802,587288,138717,480325,245680
6803,587318,138725,480362,245681
6804,587446,138760,480468,245738
6805,587453,138763,480477,245739
6806,587477,138770,480507,245740
6807,587507,138777,480543,245741
6808,587531,138786,480556,245761
6809,587531,138786,480556,245761
6810,587558,138792,480569,245781
6811,587567,138794,480573,245788
6812,587619,138804,480620,245803
6813,587768,138842,480737,245873
6814,587899,138887,480850,245936
6815,588163,138962,481080,246045
6816,588169,138964,481080,246053
6817,588410,139003,481259,246154
6818,588434,139007,481280,246161
6819,588456,139012,481297,246171
6820,588518,139028,481347,246199
6821,588573,139042,481401,246214
6822,588573,139042,481401,246214
6823,588595,139051,481424,246222
6824,588656,139063,481486,246233
6825,588676,139068,481494,246250
6826,589064,139140,481762,246442
6827,589264,139177,481907,246534
6828,589267,139178,481909,246536
6829,589405,139209,482055,246559
6830,589611,139264,482246,246629
6831,589634,139272,482259,246647
6832,589641,139272,482261,246652
6833,589648,139277,482262,246663
6834,589649,139277,482262,246664
6835,589929,139347,482490,246786
6836,590284,139416,482754,246946
6837,590374,139441,482865,246950
6838,590374,139441,482865,246950
6839,590399,139448,482875,246972
6840,590405,139448,482877,246976
6841,590744,139518,483135,247127
6842,590824,139538,483192,247170
6843,590932,139558,483287,247203
6844,590966,139568,483327,247207
6845,590992,139579,483362,247209
6846,591004,139581,483372,247213
6847,591155,139625,483499,247281
6848,591217,139633,483561,247289
6849,591343,139656,483654,247345
6850,591371,139664,483677,247358
6851,591490,139694,483795,247389
6852,591535,139699,483844,247390
6853,591565,139707,483881,247391
6854,591565,139708,483881,247392
6855,591601,139714,483908,247407
6856,591846,139785,484103,247528
6857,591852,139786,484104,247534
6858,591853,139786,484104,247535
6859,591872,139793,484111,247554
6860,591892,139798,484119,247571
6861,592015,139827,484252,247590
6862,592085,139845,484325,247605
6863,592117,139853,484349,247621
6864,592125,139855,484355,247625
6865,592202,139871,484432,247641
6866,592209,139874,484433,247650
6867,592251,139886,484475,247662
6868,592435,139925,484617,247743
6869,592449,139925,484629,247745
6870,592465,139933,484636,247762
6871,592500,139938,484672,247766
6872,592564,139957,484738,247783
6873,592595,139967,484772,247790
6874,592623,139977,484806,247794
6875,592786,140018,484931,247873
6876,593122,140090,485184,248028
6877,593135,140094,485191,248038
6878,593166,140100,485200,248066
6879,593410,140163,485415,248158
6880,593416,140166,485418,248164
6881,593420,140166,485421,248165
6882,593608,140199,485560,248247
6883,593612,140199,485563,248248
6884,593640,140203,485582,248261
6885,593756,140227,485703,248280
6886,593784,140237,485738,248283
6887,593849,140248,485806,248291
6888,593898,140269,485863,248304
6889,594233,140350,486149,248434
6890,594563,140425,486385,248603
6891,594911,140489,486648,248752
6892,595214,140558,486859,248913
6893,595269,140572,486899,248942
6894,595283,140572,486910,248945
6895,595425,140606,487043,248988
6896,595434,140606,487049,248991
6897,595598,140642,487170,249070
6898,595622,140647,487187,249082
6899,595807,140692,487338,249161
6900,596135,140757,487586,249306
6901,596212,140773,487655,249330
6902,596256,140788,487709,249335
6903,596292,140796,487749,249339
6904,596305,140797,487761,249341
6905,596384,140819,487838,249365
6906,596544,140854,487994,249404
6907,596612,140870,488058,249424
6908,596618,140871,488062,249427
6909,596700,140892,488147,249445
6910,596791,140909,488202,249498
6911,597023,140969,488381,249611
6912,597202,141009,488522,249689
6913,597267,141017,488575,249709
6914,597409,141056,488750,249715
6915,597439,141062,488774,249727
6916,597465,141070,488793,249742
6917,597474,141074,488795,249753
6918,597494,141077,488809,249762
6919,597738,141152,489008,249882
6920,597787,141160,489037,249910
6921,598139,141233,489276,250096
6922,598185,141243,489320,250108
6923,598205,141247,489326,250126
6924,598369,141281,489435,250215
6925,598562,141326,489582,250306
6926,598658,141350,489663,250345
6927,598995,141438,489960,250473
6928,599030,141450,489979,250501
6929,599101,141465,490048,250518
6930,599153,141473,490107,250519
6931,599415,141528,490337,250606
6932,599540,141555,490465,250630
6933,599710,141602,490600,250712
6934,599801,141619,490655,250765
6935,599948,141651,490754,250845
6936,599949,141651,490754,250846
6937,599955,141652,490756,250851
6938,599972,141655,490761,250866
6939,600176,141701,490906,250971
6940,600187,141705,490911,250981
6941,600198,141709,490915,250992
6942,600275,141728,490990,251013
6943,600380,141748,491089,251039
6944,600380,141748,491089,251039
6945,600381,141749,491090,251040
6946,600403,141755,491101,251057
6947,600494,141769,491183,251080
6948,600529,141781,491222,251088
6949,600695,141827,491345,251177
6950,600764,141838,491416,251186
6951,600991,141893,491602,251282
6952,601045,141905,491661,251289
6953,601252,141952,491817,251387
6954,601266,141957,491827,251396
6955,601304,141964,491858,251410
6956,601418,141995,491952,251461
6957,601452,142006,491989,251469
6958,601491,142015,492030,251476
6959,601534,142024,492064,251494
6960,601670,142057,492169,251558
6961,601702,142068,492196,251574
6962,601717,142074,492204,251587
6963,602059,142143,492460,251742
6964,602295,142208,492647,251856
6965,602297,142211,492649,251859
6966,602340,142226,492704,251862
6967,602356,142228,492707,251877
6968,602357,142229,492708,251878
6969,602358,142229,492708,251879
6970,602382,142234,492724,251892
6971,602645,142288,492927,252006
6972,602711,142300,492992,252019
6973,602715,142300,492994,252021
6974,602720,142302,492999,252023
6975,602914,142343,493132,252125
6976,602943,142352,493155,252140
6977,602947,142353,493156,252144
6978,603000,142363,493216,252147
6979,603315,142441,493459,252297
6980,603337,142443,493463,252317
6981,603430,142466,493542,252354
6982,603440,142467,493548,252359
6983,603482,142477,493591,252368
6984,603520,142489,493615,252394
6985,603639,142527,493714,252452
6986,603694,142545,493754,252485
6987,603714,142548,493764,252498
6988,603766,142555,493805,252516
6989,604108,142631,494071,252668
6990,604117,142632,494076,252673
6991,604152,142644,494115,252681
6992,604214,142659,494151,252722
6993,604228,142664,494156,252736
6994,604258,142667,494183,252742
6995,604274,142672,494193,252753
6996,604616,142742,494446,252912
6997,604848,142783,494619,253012
6998,604875,142790,494636,253029
6999,604897,142792,494644,253045
7000,604914,142804,494650,253068
7001,605052,142840,494821,253071
7002,605102,142848,494874,253076
7003,605107,142849,494875,253081
7004,605250,142883,494996,253137
7005,605259,142884,495002,253141
7006,605289,142891,495038,253142
7007,605312,142901,495047,253166
7008,605328,142904,495059,253173
7009,605337,142910,495059,253188
7010,605385,142918,495108,253195
7011,605386,142919,495109,253196
7012,605410,142923,495129,253204
7013,605425,142926,495135,253216
7014,605448,142935,495149,253234
7015,605454,142937,495150,253241
7016,605630,142990,495294,253326
7017,605633,142991,495297,253327
7018,605648,142994,495301,253341
7019,605892,143057,495485,253464
7020,605892,143057,495485,253464
7021,605892,143057,495485,253464
7022,605895,143059,495487,253467
7023,605916,143060,495504,253472
7024,605956,143072,495533,253495
7025,606182,143102,495697,253587
7026,606375,143162,495861,253676
7027,606437,143184,495926,253695
7028,606461,143188,495937,253712
7029,606506,143202,495980,253728
7030,606698,143244,496134,253808
7031,606718,143250,496141,253827
7032,606730,143251,496147,253834
7033,606739,143253,496151,253841
7034,606778,143260,496188,253850
7035,606787,143263,496190,253860
7036,606791,143265,496196,253860
7037,606810,143269,496200,253879
7038,606827,143276,496207,253896
7039,607182,143359,496481,254060
7040,607234,143369,496540,254063
7041,607274,143378,496582,254070
7042,607302,143388,496594,254096
7043,607310,143389,496600,254099
7044,607522,143449,496786,254185
7045,607690,143485,496919,254256
7046,607879,143521,497048,254352
7047,607977,143541,497151,254367
7048,607981,143543,497154,254370
7049,608022,143559,497197,254384
7050,608028,143560,497201,254387
7051,608364,143624,497428,254560
7052,608637,143677,497632,254682
7053,608653,143679,497638,254694
7054,608922,143743,497844,254821
7055,609169,143784,498032,254921
7056,609188,143790,498036,254942
7057,609395,143839,498283,254951
7058,609439,143846,498322,254963
7059,609726,143916,498595,255047
7060,609911,143957,498748,255120
7061,610004,143970,498825,255149
7062,610016,143974,498829,255161
7063,610050,143985,498865,255170
7064,610060,143991,498867,255184
7065,610066,143994,498872,255188
7066,610081,143995,498881,255195
7067,610216,144034,499010,255240
7068,610544,144107,499279,255372
7069,610577,144120,499318,255379
7070,610669,144137,499386,255420
7071,610692,144139,499396,255435
7072,610883,144181,499537,255527
7073,610953,144199,499606,255546
7074,611272,144266,499850,255688
7075,611349,144277,499924,255702
7076,611354,144278,499926,255706
7077,611517,144320,500062,255775
7078,611711,144360,500219,255852
7079,611713,144360,500221,255852
7080,612021,144425,500452,255994
7081,612350,144500,500695,256155
7082,612360,144503,500698,256165
7083,612391,144511,500733,256169
7084,612757,144593,501015,256335
7085,612770,144593,501023,256340
7086,612790,144600,501032,256358
7087,612842,144613,501092,256363
7088,613087,144689,501299,256477
7089,613116,144699,501336,256479
7090,613176,144713,501379,256510
7091,613183,144716,501386,256513
7092,613195,144718,501391,256522
7093,613262,144727,501459,256530
7094,613488,144756,501625,256619
7095,613503,144757,501638,256622
7096,613515,144761,501645,256631
7097,613521,144765,501649,256637
7098,613543,144772,501662,256653
7099,613550,144774,501671,256653
7100,613561,144779,501675,256665
7101,613609,144789,501713,256685
7102,613799,144827,501866,256760
7103,613839,144841,501908,256772
7104,614057,144894,502074,256877
7105,614088,144901,502111,256878
7106,614092,144904,502114,256882
7107,614092,144904,502114,256882
7108,614323,144950,502297,256976
7109,614367,144966,502351,256982
7110,614414,144971,502402,256983
7111,614561,145014,502515,257060
7112,614884,145102,502764,257222
7113,614943,145118,502810,257251
7114,614967,145122,502826,257263
7115,614969,145122,502827,257264
7116,615032,145136,502892,257276
